state_fp,county_fp,crop,county_name,state_name,yield_mean,yield_std,yield_cv,yield_min,yield_max,yield_range,n_years,yield_trend_slope,early_yield_mean,early_yield_std,early_yield_cv,early_n_years,late_yield_mean,late_yield_std,late_yield_cv,late_n_years,yield_mean_change,yield_std_change,yield_cv_change,yield_mean_pct_change,yield_std_pct_change,risk_category,county_name_climate,state_name_climate,T2M_mean_early,T2M_mean_late,T2M_mean_change,T2M_mean_pct_change,T2M_max_early,T2M_max_late,T2M_max_change,T2M_max_pct_change,T2M_std_early,T2M_std_late,T2M_std_change,T2M_std_pct_change,extreme_heat_days_early,extreme_heat_days_late,extreme_heat_days_change,extreme_heat_days_pct_change,RH2M_mean_early,RH2M_mean_late,RH2M_mean_change,RH2M_mean_pct_change,ALLSKY_SFC_SW_DWN_mean_early,ALLSKY_SFC_SW_DWN_mean_late,ALLSKY_SFC_SW_DWN_mean_change,ALLSKY_SFC_SW_DWN_mean_pct_change,NDVI_mean_early,NDVI_mean_late,NDVI_mean_change,NDVI_mean_pct_change,NDVI_std_early,NDVI_std_late,NDVI_std_change,NDVI_std_pct_change,EVI_mean_early,EVI_mean_late,EVI_mean_change,EVI_mean_pct_change,NDWI_mean_early,NDWI_mean_late,NDWI_mean_change,NDWI_mean_pct_change
1,1,corn,AUTAUGA,ALABAMA,119.74444444444445,47.649452019700895,39.792620226158306,40.0,170.8,130.8,9,7.066414342629485,83.88000000000001,29.955917612385036,35.71282500284339,5,164.575,5.885787967638664,3.576356048998125,4,80.69499999999998,-24.070129644746373,-32.13646895384526,96.20290891750115,-80.35183550776883,Improving (Decreasing),AUTAUGA,ALABAMA,23.413174603174603,23.692500000000003,0.27932539682539925,1.1930265825101967,28.116666666666667,27.81,-0.3066666666666684,-1.090693538826325,4.542289868527586,3.9402122487540385,-0.6020776197735476,-13.25493610491915,0.1111111111111111,0.0,-0.1111111111111111,-100.0,73.93158730158729,75.77571428571429,1.8441269841270014,2.494369526524975,20.08063492063492,20.225357142857142,0.14472222222222086,0.7207054099345428,0.7412593404932815,0.7589281468489569,0.01766880635567547,2.383620062570478,0.034058418162726,0.027971903229328226,-0.0060865149333977735,-17.87080922054959,0.455507032539408,0.46356667305475446,0.008059640515346467,1.7693778448193749,0.73848609698632,0.7568936271897714,0.018407530203451428,2.4926034868592004
1,3,corn,BALDWIN,ALABAMA,137.67222222222222,28.698243552638125,20.84534054103895,65.9,185.2,119.29999999999998,18,3.351817042606514,120.88888888888889,30.735583793237296,25.424655711317616,9,154.45555555555558,13.10230047654906,8.4828936255623,9,33.56666666666669,-17.633283316688235,-16.941762085755318,27.76654411764708,-57.3709073994165,Improving (Decreasing),BALDWIN,ALABAMA,24.78936507936508,25.02697478991597,0.2376097105508883,0.9585147089897719,28.29166666666666,28.534705882352938,0.2430392156862773,0.8590487741488448,3.5518288427860063,3.3350632625118806,-0.21676558027412574,-6.10292865644105,0.0,0.11764705882352941,0.11764705882352941,0.0,77.10341269841268,78.84840336134455,1.744990662931869,2.2631821366420435,21.184285714285714,20.713193277310925,-0.4710924369747893,-2.2237824929688617,0.7209746056972565,0.7328611322506331,0.01188652655337663,1.6486747881891262,0.03261565749784797,0.02891949896942115,-0.003696158528426821,-11.332466710722294,0.43212233793135213,0.43749042520136683,0.005368087270014699,1.2422609985201654,0.7180136383036556,0.7290462431386456,0.011032604834990023,1.5365453031024763
1,3,soybean,BALDWIN,ALABAMA,39.7764705882353,4.995564208846272,12.559093692751643,23.3,45.4,22.099999999999998,17,-0.21834349593495936,40.18888888888889,2.1860034563355812,5.439322949134706,9,39.3125,7.149512970425726,18.186360497108364,8,-0.87638888888889,4.963509514090145,12.747037547973658,-2.1806745922034865,227.05863065790956,High Risk (Increasing),BALDWIN,ALABAMA,24.78936507936508,25.02697478991597,0.2376097105508883,0.9585147089897719,28.29166666666666,28.534705882352938,0.2430392156862773,0.8590487741488448,3.5518288427860063,3.3350632625118806,-0.21676558027412574,-6.10292865644105,0.0,0.11764705882352941,0.11764705882352941,0.0,77.10341269841268,78.84840336134455,1.744990662931869,2.2631821366420435,21.184285714285714,20.713193277310925,-0.4710924369747893,-2.2237824929688617,0.7209746056972565,0.7328611322506331,0.01188652655337663,1.6486747881891262,0.03261565749784797,0.02891949896942115,-0.003696158528426821,-11.332466710722294,0.43212233793135213,0.43749042520136683,0.005368087270014699,1.2422609985201654,0.7180136383036556,0.7290462431386456,0.011032604834990023,1.5365453031024763
1,5,corn,BARBOUR,ALABAMA,147.18125,41.11295365615725,27.933553802646227,75.0,192.3,117.30000000000001,16,5.735818713450293,115.0125,32.08615355570063,27.897970703793618,8,179.35000000000002,15.07230193813426,8.403848306737807,8,64.33750000000002,-17.013851617566374,-19.49412239705581,55.93957178567549,-53.025525755310056,Improving (Decreasing),BARBOUR,ALABAMA,23.55410714285714,23.927936507936508,0.3738293650793665,1.5871090456202301,28.0775,28.29444444444444,0.21694444444444017,0.7726629665904734,4.334704245120571,3.990357152081577,-0.34434709303899425,-7.943958193378799,0.0,0.0,0.0,0.0,73.30035714285714,73.14904761904762,-0.15130952380951612,-0.20642399260705474,20.533571428571427,20.415396825396826,-0.1181746031746016,-0.5755189913536795,0.7492399040030824,0.7606197258704541,0.011379821867371742,1.5188488769179231,0.033058563820885685,0.03498731867677404,0.001928754855888358,5.834357676088192,0.4540421955555205,0.45573160238169247,0.0016894068261719686,0.37208145910425344,0.7497036862844844,0.7607166728619675,0.011012986577483175,1.4689785816664853
1,9,corn,BLOUNT,ALABAMA,123.43000000000002,25.688867022289806,20.812498600250994,70.0,152.6,82.6,10,2.217826086956522,114.12,29.17956476714483,25.569194503281484,5,132.73999999999998,20.41269213014295,15.377950979465837,5,18.619999999999976,-8.766872637001878,-10.191243523815647,16.316158429723078,-30.044562716963725,Improving (Decreasing),BLOUNT,ALABAMA,21.983174603174604,22.276938775510207,0.29376417233560304,1.3363136928056805,26.878888888888884,27.229999999999997,0.3511111111111127,1.3062709272043382,4.516103387027833,4.475208740999733,-0.04089464602810011,-0.9055294470354001,0.0,0.0,0.0,0.0,75.63968253968254,74.98826530612247,-0.6514172335600676,-0.8612109565879223,19.72079365079365,19.93918367346939,0.2183900226757416,1.1074099072425143,0.7643449139183162,0.7750286895636539,0.010683775645337734,1.3977689196057745,0.0533235077197505,0.05047696830623386,-0.0028465394135166397,-5.338244866554999,0.5014481381621191,0.49747624241794125,-0.0039718957441778335,-0.7920850516536793,0.7622052369745131,0.7724272245591199,0.010221987584606795,1.3411069733897145
1,9,soybean,BLOUNT,ALABAMA,39.9076923076923,8.536144869363994,21.389723072808778,24.6,50.3,25.699999999999996,13,0.8070244672454616,37.4,10.698598038995577,28.605877109613843,4,41.02222222222222,7.863488058390147,19.168849546454858,9,3.62222222222222,-2.83510998060543,-9.437027563158985,9.685086155674385,-26.49982708268569,Improving (Decreasing),BLOUNT,ALABAMA,21.983174603174604,22.276938775510207,0.29376417233560304,1.3363136928056805,26.878888888888884,27.229999999999997,0.3511111111111127,1.3062709272043382,4.516103387027833,4.475208740999733,-0.04089464602810011,-0.9055294470354001,0.0,0.0,0.0,0.0,75.63968253968254,74.98826530612247,-0.6514172335600676,-0.8612109565879223,19.72079365079365,19.93918367346939,0.2183900226757416,1.1074099072425143,0.7643449139183162,0.7750286895636539,0.010683775645337734,1.3977689196057745,0.0533235077197505,0.05047696830623386,-0.0028465394135166397,-5.338244866554999,0.5014481381621191,0.49747624241794125,-0.0039718957441778335,-0.7920850516536793,0.7622052369745131,0.7724272245591199,0.010221987584606795,1.3411069733897145
1,15,corn,CALHOUN,ALABAMA,126.4714285714286,31.759587978615663,25.112065497606412,61.0,180.3,119.30000000000001,14,5.027436108821105,105.525,23.051913462567793,21.844978405655336,8,154.4,15.510899393652195,10.045919296406861,6,48.875,-7.541014068915597,-11.799059109248473,46.31603885335228,-32.713180539918575,Improving (Decreasing),CALHOUN,ALABAMA,22.043697478991596,22.00042857142857,-0.04326890756302504,-0.19628697773711423,27.180588235294113,27.188,0.00741176470588556,0.027268595667334937,4.745170305050667,4.711087133046226,-0.034083172004441664,-0.7182707851004672,0.0,0.0,0.0,0.0,72.60201680672269,73.3767142857143,0.7746974789916123,1.0670467750971322,19.801680672268912,20.003999999999998,0.20231932773108596,1.0217280597521314,0.75003288531497,0.7669273535048499,0.01689446818987983,2.252496993219856,0.04595390640173114,0.04874510939084866,0.0027912029891175236,6.073918862776758,0.47422591737665404,0.48508560904224085,0.010859691665586813,2.28998274190938,0.7475020761320218,0.7649592099012757,0.017457133769253952,2.335396024528328
1,15,soybean,CALHOUN,ALABAMA,33.45384615384616,10.52683993296939,31.466755375627052,17.1,45.5,28.4,13,1.2377806703547023,29.400000000000002,9.837809715582022,33.461937808102114,9,42.575,4.9942466899423374,11.73046785658799,4,13.175,-4.843563025639685,-21.731469951514125,44.81292517006803,-49.2341605059509,Improving (Decreasing),CALHOUN,ALABAMA,22.043697478991596,22.00042857142857,-0.04326890756302504,-0.19628697773711423,27.180588235294113,27.188,0.00741176470588556,0.027268595667334937,4.745170305050667,4.711087133046226,-0.034083172004441664,-0.7182707851004672,0.0,0.0,0.0,0.0,72.60201680672269,73.3767142857143,0.7746974789916123,1.0670467750971322,19.801680672268912,20.003999999999998,0.20231932773108596,1.0217280597521314,0.75003288531497,0.7669273535048499,0.01689446818987983,2.252496993219856,0.04595390640173114,0.04874510939084866,0.0027912029891175236,6.073918862776758,0.47422591737665404,0.48508560904224085,0.010859691665586813,2.28998274190938,0.7475020761320218,0.7649592099012757,0.017457133769253952,2.335396024528328
1,19,corn,CHEROKEE,ALABAMA,110.05882352941177,36.10910651801581,32.808915596273046,35.0,173.9,138.9,17,4.4046693933197,90.74444444444445,32.46529343433966,35.776618208529065,9,131.78750000000002,27.50436004397433,20.870234312035908,8,41.04305555555557,-4.9609333903653265,-14.906383896493155,45.22927635606711,-15.280728635330851,Improving (Decreasing),CHEROKEE,ALABAMA,22.027142857142856,22.270000000000003,0.24285714285714732,1.102535832414574,27.147777777777776,27.2764705882353,0.12869281045752246,0.474045468881309,4.749916776121436,4.521257792942872,-0.2286589831785646,-4.81395767454429,0.0,0.0,0.0,0.0,72.65349206349207,72.93714285714286,0.2836507936507928,0.39041591201550185,19.608412698412693,19.900000000000002,0.2915873015873096,1.487052042774037,0.707865876757419,0.7263267386130865,0.018460861855667532,2.607960414793938,0.05339206651594423,0.057613310615143985,0.0042212440991997585,7.906126086989325,0.4409792157690446,0.44542509335103275,0.004445877581988167,1.008183021559143,0.7219606591091927,0.740691309156575,0.01873065004738228,2.5944142261842233
1,19,soybean,CHEROKEE,ALABAMA,35.91111111111112,11.166593502833187,31.09509329378053,15.0,51.6,36.6,18,0.8835213032581449,33.955555555555556,12.863525091427224,37.88341813574772,9,37.866666666666674,9.534018040679387,25.177864544047672,9,3.9111111111111185,-3.3295070507478375,-12.705553591700042,11.518324607329864,-25.883317574952734,Improving (Decreasing),CHEROKEE,ALABAMA,22.027142857142856,22.270000000000003,0.24285714285714732,1.102535832414574,27.147777777777776,27.2764705882353,0.12869281045752246,0.474045468881309,4.749916776121436,4.521257792942872,-0.2286589831785646,-4.81395767454429,0.0,0.0,0.0,0.0,72.65349206349207,72.93714285714286,0.2836507936507928,0.39041591201550185,19.608412698412693,19.900000000000002,0.2915873015873096,1.487052042774037,0.707865876757419,0.7263267386130865,0.018460861855667532,2.607960414793938,0.05339206651594423,0.057613310615143985,0.0042212440991997585,7.906126086989325,0.4409792157690446,0.44542509335103275,0.004445877581988167,1.008183021559143,0.7219606591091927,0.740691309156575,0.01873065004738228,2.5944142261842233
